,Calories,Density,Frequency,Driving_afterwards,Happiness_score,Belgian,Special,Pct_alcohol,Pct_protein,Pct_yeast,pct_hop,Score_others,Sugar,Water_quality,Acid,Score
214,136.0,0.9972,Regular,0,4.4,yes,N,8.6,9.9,2.2,9.8,1.6,1.9,1.95,0.28,02.Good
215,138.0,0.995,Regular,0,7.5,yes,Y,8.2,10.8,0.94,13.6,3.9,2.1,0.71,0.3,01.Bad
216,160.0,0.9944,Often,0,1.5,yes,Y,7.6,10.7,0.84,5.8,3.3,6.5,0.47,0.26,01.Bad
217,163.0,0.9952,Often,0,5.7,no,Y,7.7,10.5,0.82,5.6,5.6,6.9,0.6,0.29,02.Good
218,110.0,0.9898,Often,0,0.5,no,Y,6.1,12.5,0.68,5.4,5.0,1.1,0.4,0.32,02.Good
219,42.0,0.9956,Regular,0,7.1,no,N,7.3,9.0,1.44,11.0,5.0,1.6,0.48,0.03,01.Bad
220,110.0,0.9898,Often,0,6.3,yes,Y,6.1,12.5,0.68,5.4,5.0,1.1,0.4,0.32,02.Good
221,8.0,0.9982,Almost_never,0,7.0,yes,N,8.6,11.0,1.6,7.4,4.3,6.4,0.58,0.65,01.Bad
222,97.0,0.997,Regular,0,3.2,no,Y,6.8,9.6,1.88,9.0,2.9,11.8,0.44,0.3,01.Bad
223,19.0,0.995,Almost_never,0,8.3,yes,N,7.8,9.8,1.54,10.6,3.4,1.6,0.46,0.01,01.Bad
224,85.0,0.9942,Sometimes,0,1.9,no,Y,6.9,9.5,1.14,5.0,2.1,3.6,0.48,0.24,01.Bad
225,114.0,0.9963,Very Often,0,1.8,yes,Y,7.7,11.0,0.8,2.2,2.7,14.05,0.59,0.34,03.Excellent
226,110.0,0.9914,Regular,0,3.4,no,Y,5.8,11.0,0.88,4.6,4.5,1.5,0.57,0.21,02.Good
227,160.0,0.9926,Very Often,0,4.7,yes,Y,7.1,11.8,1.14,8.8,3.4,8.4,0.36,0.27,02.Good
228,167.0,1.001,Very Often,0,0.0,yes,Y,6.8,8.7,0.96,5.6,1.6,22.0,0.5,0.4,01.Bad
229,24.0,0.9944,Sometimes,0,1.6,no,N,6.8,11.2,1.48,11.2,5.3,1.8,0.82,0.22,02.Good
230,35.0,0.9961,Almost_never,0,3.4,no,N,7.3,9.5,1.6,7.6,4.7,2.0,0.47,0.21,01.Bad
231,95.0,10.037,Very Often,0,1.1,no,N,10.2,9.0,4.28,10.8,3.6,15.4,0.77,0.37,02.Good
232,100.0,0.9907,Often,0,0.7,no,Y,8.1,12.4,0.9,5.4,2.0,1.3,0.44,0.33,02.Good
233,135.0,0.9958,Often,0,6.5,yes,Y,6.6,10.3,0.68,4.8,4.7,8.6,0.59,0.24,02.Good
234,106.0,0.9927,Regular,0,0.1,yes,N,5.2,12.2,1.08,9.6,6.4,1.6,0.62,0.04,03.Excellent
235,11.0,0.9938,Almost_never,0,7.9,yes,N,5.6,12.8,1.74,13.2,7.7,2.2,0.63,0.0,03.Excellent
236,149.0,0.9954,Very Often,0,2.0,yes,Y,6.2,9.3,1.06,4.8,4.0,7.9,0.52,0.22,01.Bad
237,61.0,0.9965,Often,0,6.2,no,N,7.9,10.7,1.74,10.9,5.0,4.0,0.67,0.06,02.Good
238,182.0,0.9995,Often,0,3.9,yes,Y,6.2,9.3,1.02,7.0,3.2,18.4,0.62,0.25,02.Good
239,255.0,1.0,Very Often,0,9.8,no,Y,7.2,8.9,1.04,5.4,2.5,18.75,0.52,0.46,01.Bad
240,99.0,0.9916,Regular,0,9.8,yes,Y,5.8,10.5,0.72,6.2,3.6,1.2,0.6,0.33,02.Good
241,58.0,0.9918,Regular,0,2.0,no,Y,8.5,10.5,0.52,3.8,1.4,1.1,0.5,0.48,02.Good
242,153.0,0.9942,Very Often,0,1.0,yes,Y,8.3,9.4,0.98,3.4,3.1,1.5,0.58,0.31,02.Good
243,237.0,10.004,Very Often,0,5.0,no,Y,7.3,9.2,0.78,4.0,2.9,19.5,0.48,0.29,02.Good
244,88.0,0.9974,Regular,0,6.7,no,N,7.2,9.5,1.52,12.0,6.3,2.5,0.55,0.04,01.Bad
245,115.0,0.9978,Very Often,0,4.6,no,Y,6.1,9.0,0.88,7.2,3.3,15.0,0.51,0.58,01.Bad
246,121.0,0.9933,Regular,0,6.1,no,Y,6.6,9.2,0.68,6.0,3.2,1.2,0.36,0.24,01.Bad
247,89.0,0.9984,Often,0,4.6,yes,N,10.0,10.0,1.9,8.6,3.9,2.7,0.68,0.33,01.Bad
248,9.0,0.9963,Almost_never,0,6.5,yes,N,10.2,10.4,1.62,6.6,2.9,1.9,0.48,0.46,02.Good
249,117.0,0.9934,Very Often,0,5.5,no,Y,6.9,9.5,0.72,3.6,4.3,1.3,0.95,0.36,03.Excellent
250,77.0,0.9938,Sometimes,0,1.2,yes,Y,6.8,10.2,0.8,11.4,4.7,2.2,0.74,0.29,01.Bad
251,104.0,0.99,Often,0,7.0,no,Y,6.0,12.4,0.78,3.8,4.7,1.4,0.41,0.26,02.Good
252,230.0,0.995,Very Often,0,5.7,no,Y,6.1,8.9,0.82,5.4,3.1,6.7,0.4,0.44,01.Bad
253,189.0,0.9976,Very Often,0,1.9,no,Y,7.2,8.6,0.82,8.0,2.8,10.8,0.49,0.62,01.Bad
254,15.0,0.9958,Almost_never,0,9.5,yes,N,9.1,11.2,1.28,7.4,4.5,2.1,0.8,0.32,02.Good
255,158.0,0.9991,Often,0,6.5,yes,Y,6.2,8.8,1.38,7.0,3.3,18.1,0.5,0.2,02.Good
256,115.0,0.9940000000000001,Regular,0,5.5,yes,Y,7.6,10.0,0.76,5.6,3.4,1.2,0.67,0.39,02.Good
257,102.0,0.9978,Regular,0,6.3,yes,N,7.5,10.5,1.42,10.0,4.9,6.1,0.8,0.36,01.Bad
258,125.0,0.9915,Often,0,6.9,no,Y,6.4,10.4,0.68,3.4,2.4,2.8,0.49,0.3,02.Good
259,111.0,0.9928,Regular,0,1.4,yes,Y,7.2,10.8,0.84,3.4,2.1,6.4,0.4,0.34,02.Good
260,118.0,0.9984,Often,0,2.4,yes,Y,6.6,9.0,1.02,4.6,2.5,14.9,0.54,0.3,02.Good
261,170.0,0.9972,Very Often,0,1.6,no,Y,5.9,9.4,1.08,4.6,4.3,12.9,0.39,0.3,01.Bad
262,43.0,0.9944,Regular,0,6.0,no,N,8.3,12.5,1.56,6.2,4.6,2.4,0.77,0.39,03.Excellent
263,35.0,10.006,Sometimes,0,4.6,yes,N,13.2,9.0,1.42,9.2,2.9,2.2,0.56,0.52,02.Good
264,101.0,0.9940000000000001,Sometimes,0,6.6,yes,Y,8.4,11.1,0.94,3.8,2.6,1.6,0.65,0.42,01.Bad
265,92.0,0.9989,Often,0,2.6,no,N,7.5,9.2,1.96,15.4,3.7,8.1,0.58,0.2,01.Bad
266,121.0,0.992,Very Often,0,9.9,no,Y,8.2,10.7,0.54,4.6,3.1,1.2,0.38,0.4,02.Good
267,130.0,0.991,Regular,0,8.6,yes,Y,6.8,11.2,0.64,5.8,2.6,1.8,0.62,0.32,02.Good
268,117.0,0.993,Very Often,0,3.2,no,Y,6.2,9.7,0.56,3.6,5.8,1.5,0.54,0.38,02.Good
269,125.0,0.9907,Often,0,5.9,no,Y,8.0,12.5,0.6,4.6,4.0,1.5,0.47,0.46,02.Good
270,221.0,0.9969,Regular,0,4.8,yes,Y,7.7,9.2,0.96,8.4,2.6,9.2,0.61,0.31,02.Good
271,103.0,0.9903,Very Often,0,5.6,no,Y,5.6,11.2,0.8,3.8,6.0,0.9,0.39,0.27,01.Bad
272,56.0,0.9968,Regular,0,3.5,yes,N,8.1,9.3,7.36,11.2,3.0,1.7,1.28,0.28,01.Bad
273,202.0,0.9961,Very Often,0,2.8,yes,Y,6.7,9.3,1.06,5.4,3.9,8.0,0.43,0.25,01.Bad
274,93.0,0.9914,Regular,0,3.2,no,Y,7.6,12.5,0.7,7.8,2.8,3.6,0.6,0.32,03.Excellent
275,115.0,0.9917,Regular,0,0.1,no,Y,6.4,10.2,0.88,3.0,2.9,1.8,0.38,0.29,01.Bad
276,217.0,0.9985,Very Often,0,9.6,yes,Y,7.5,8.8,0.98,4.8,2.8,13.0,0.53,0.31,01.Bad
277,117.0,0.9941,Regular,0,9.0,yes,Y,7.2,10.1,0.72,4.8,5.0,3.0,0.68,0.29,02.Good
278,59.0,0.9923,Sometimes,0,4.9,no,Y,8.2,10.4,0.56,7.4,1.9,1.7,0.48,0.27,01.Bad
279,15.0,0.9951,Sometimes,0,6.5,yes,N,7.3,11.0,1.86,11.0,4.9,1.8,0.58,0.01,03.Excellent
280,176.0,0.9947,Very Often,0,4.1,yes,Y,6.7,10.1,0.96,4.6,3.0,8.1,0.52,0.33,02.Good
281,187.0,10.002,Very Often,0,2.8,yes,Y,7.4,9.1,1.24,7.0,4.3,17.95,0.64,0.31,01.Bad
282,104.0,0.9949,Regular,0,6.5,yes,Y,5.5,9.0,0.58,2.8,4.8,4.6,0.44,0.27,01.Bad
283,191.0,0.9952,Regular,0,6.4,no,Y,6.4,9.6,1.68,5.4,6.0,2.0,0.63,0.19,01.Bad
284,149.0,0.9934,Often,0,5.2,no,Y,6.5,10.0,1.02,7.8,4.0,5.4,0.35,0.23,01.Bad
285,229.0,0.9978,Very Often,0,9.0,yes,Y,7.9,10.5,1.44,7.0,2.4,15.6,0.59,0.24,02.Good
286,41.0,0.9942,Almost_never,0,5.5,yes,Y,7.2,11.7,0.96,6.8,3.6,12.6,0.4,0.34,01.Bad
287,101.0,0.9897,Very Often,0,7.6,no,Y,6.0,13.1,0.8,6.2,4.0,4.8,0.56,0.38,02.Good
288,171.0,0.9977,Often,0,1.6,no,Y,6.2,8.7,1.18,6.8,3.3,12.1,0.56,0.25,02.Good
289,48.0,0.9952,Often,0,1.0,no,N,6.6,12.3,1.18,16.8,6.2,2.3,0.56,0.03,03.Excellent
290,169.0,0.9927,Regular,0,9.2,no,Y,6.9,12.2,0.72,10.4,4.2,7.9,0.47,0.54,02.Good
291,117.0,0.9982,Often,0,5.8,yes,Y,7.7,9.2,0.8,6.8,4.3,11.0,0.29,0.28,02.Good
292,67.0,0.9911,Regular,0,1.4,no,Y,5.6,9.9,0.86,3.5,4.3,0.8,0.48,0.29,02.Good
293,102.0,0.9908,Often,0,5.0,yes,Y,7.2,12.3,0.66,4.6,4.2,2.3,0.54,0.39,03.Excellent
294,183.0,0.9974,Very Often,0,1.8,no,Y,6.8,10.2,0.88,3.0,4.0,12.9,0.78,0.41,02.Good
295,113.0,0.9986,Very Often,0,4.2,yes,Y,5.7,8.9,0.88,4.4,3.9,16.0,0.46,0.2,02.Good
296,26.0,0.9945,Sometimes,0,8.9,no,N,6.0,9.5,1.14,10.0,5.0,1.4,0.45,0.0,01.Bad
297,148.0,0.996,Very Often,0,9.9,no,Y,6.9,9.3,1.06,8.0,3.4,8.9,0.5,0.37,01.Bad
298,141.0,0.9934,Very Often,0,9.3,no,Y,6.6,10.2,0.98,3.6,5.5,1.5,0.85,0.35,03.Excellent
299,20.0,0.9968,Almost_never,0,6.1,yes,N,10.6,11.1,1.74,7.2,3.3,2.3,0.72,0.57,03.Excellent
300,62.0,0.997,Sometimes,0,7.9,no,N,6.7,9.3,1.58,12.4,6.2,1.9,0.58,0.21,02.Good
301,8.0,0.9951,Almost_never,0,8.9,no,N,7.5,11.0,1.0,5.4,5.3,2.3,0.64,0.34,03.Excellent
302,132.0,0.9907,Often,0,3.8,no,Y,7.1,11.7,0.46,3.4,3.0,1.3,0.56,0.43,02.Good
303,197.0,10.004,Very Often,0,2.8,yes,Y,6.5,9.8,1.02,5.2,6.0,16.3,0.42,0.34,01.Bad
304,122.0,0.9913,Very Often,0,3.3,yes,Y,5.8,11.2,0.62,7.7,3.7,3.7,0.63,0.25,02.Good
305,91.0,0.9906,Regular,0,8.6,yes,Y,6.3,11.8,0.66,4.6,4.3,1.8,0.4,0.3,02.Good
306,182.0,0.9992,Very Often,0,6.4,yes,Y,7.2,9.6,0.94,5.8,2.9,18.15,0.52,0.53,01.Bad
307,143.0,0.9953,Very Often,0,6.7,no,Y,6.3,10.8,0.92,4.0,4.2,12.7,0.35,0.26,02.Good
308,97.0,0.9942,Almost_never,0,5.4,no,Y,6.2,9.3,1.08,6.4,3.4,4.8,0.5,0.12,01.Bad
309,172.0,0.9911,Very Often,0,9.4,yes,Y,6.0,10.6,0.84,7.8,2.6,1.2,0.52,0.13,01.Bad
310,124.0,0.9943,Often,0,6.1,no,Y,6.9,9.3,0.82,6.0,3.6,3.3,0.5,0.25,02.Good
311,107.0,0.9912,Often,0,4.4,yes,Y,7.5,11.3,0.92,4.2,3.3,1.5,0.45,0.29,02.Good
312,139.0,0.9952,Very Often,0,8.9,no,Y,6.9,10.4,0.84,5.6,2.4,12.2,0.56,0.28,02.Good
313,102.0,0.9908,Often,0,7.1,yes,Y,7.2,12.3,0.66,4.6,4.2,2.3,0.54,0.39,03.Excellent
314,17.0,10.002,Sometimes,0,0.2,yes,N,10.9,11.7,2.36,10.6,2.7,4.6,0.56,0.49,02.Good
315,108.0,0.9947,Regular,0,9.3,no,Y,8.5,10.5,0.96,3.4,1.2,8.8,0.34,0.49,01.Bad
316,59.0,0.9971,Regular,0,7.4,yes,N,7.9,10.1,1.92,5.8,4.6,2.2,0.67,0.49,02.Good
317,111.0,0.9964,Sometimes,0,5.7,no,N,8.4,9.8,1.7,12.0,3.3,2.2,0.66,0.1,01.Bad
318,159.0,0.9949,Very Often,0,9.6,yes,Y,8.1,10.9,1.44,5.2,5.0,1.9,0.7,0.37,02.Good
319,19.0,0.9963,Sometimes,0,2.9,yes,N,10.0,11.6,1.54,8.8,4.0,2.7,0.63,0.49,03.Excellent
320,193.0,0.9938,Very Often,0,6.3,yes,Y,7.0,11.4,0.94,5.4,4.0,6.8,0.39,0.32,02.Good
321,77.0,0.9966,Sometimes,0,7.8,yes,N,7.1,9.3,2.0,14.7,4.3,1.9,0.64,0.16,01.Bad
322,256.0,10.001,Often,0,1.7,no,Y,8.3,8.6,1.04,7.2,1.6,15.0,0.64,0.57,01.Bad
323,128.0,0.9946,Very Often,0,9.0,yes,Y,5.7,10.5,0.7,3.0,2.4,11.4,0.34,0.47,03.Excellent
324,73.0,0.9890000000000001,Regular,0,1.5,no,Y,5.6,12.9,0.88,2.4,3.5,2.9,0.32,0.33,03.Excellent
325,141.0,0.9934,Very Often,0,0.9,no,Y,7.4,10.2,0.98,4.6,5.4,1.4,0.54,0.25,03.Excellent
326,169.0,10.004,Very Often,0,2.3,no,Y,6.7,9.8,1.08,5.0,6.1,19.4,0.45,0.74,02.Good
327,221.0,0.9954,Very Often,0,4.7,no,Y,7.0,10.4,0.9,4.2,4.1,8.6,0.54,0.28,02.Good
328,155.0,0.9924,Very Often,0,6.3,yes,Y,6.3,10.2,0.86,3.6,3.6,1.5,0.48,0.22,01.Bad
329,57.0,0.9921,Regular,0,2.0,yes,Y,8.5,10.6,1.52,3.2,3.3,1.0,0.46,0.33,02.Good
330,21.0,0.9955,Sometimes,0,5.7,no,N,8.9,11.9,1.5,2.4,5.3,1.8,0.76,0.45,03.Excellent
331,180.0,0.9988,Often,0,4.7,yes,Y,7.5,9.1,1.0,4.8,2.6,13.1,0.53,0.31,02.Good
332,27.0,0.9934,Almost_never,0,4.7,no,N,5.3,12.5,1.08,11.4,6.6,1.7,0.84,0.01,03.Excellent
333,10.0,0.9964,Almost_never,0,8.0,yes,N,7.0,9.7,2.28,13.8,4.9,1.9,0.6,0.0,02.Good
334,31.0,0.9964,Regular,0,0.4,no,N,7.5,10.0,1.84,14.2,5.1,1.6,0.58,0.0,02.Good
335,35.0,0.9997,Sometimes,0,1.4,no,N,12.8,10.4,1.76,16.8,2.9,2.4,0.6,0.63,02.Good
336,192.0,0.9955,Often,0,7.7,no,Y,6.4,9.0,0.92,6.0,2.9,7.8,0.37,0.38,01.Bad
337,31.0,0.9984,Almost_never,0,1.5,yes,N,9.4,10.1,1.54,13.7,3.6,2.7,0.7,0.11,02.Good
338,132.0,0.995,Often,0,5.9,no,Y,7.9,10.9,1.16,3.6,4.1,5.9,0.52,0.36,02.Good
339,152.0,0.9961,Very Often,0,7.1,yes,Y,5.8,9.4,0.88,5.2,4.6,9.2,0.38,0.24,01.Bad
340,158.0,0.9955,Very Often,0,4.5,yes,Y,7.8,11.3,0.66,8.6,3.3,13.0,0.35,0.49,02.Good
341,107.0,0.9912,Often,0,9.7,yes,Y,6.5,11.6,0.76,5.6,4.7,2.7,0.41,0.29,03.Excellent
342,118.0,0.9945,Very Often,0,6.8,yes,Y,6.4,10.7,0.76,3.2,3.6,8.75,0.41,0.32,01.Bad
343,86.0,0.99,Regular,0,3.2,no,Y,6.6,12.5,0.46,4.8,4.1,2.0,0.45,0.29,02.Good
344,180.0,0.9958,Very Often,0,5.5,yes,Y,6.9,8.9,0.92,6.4,3.2,8.1,0.45,0.15,01.Bad
345,146.0,0.9943,Often,0,6.3,yes,Y,6.3,10.5,0.96,7.4,2.9,6.3,1.01,0.51,02.Good
346,28.0,0.9936,Sometimes,0,1.1,yes,N,5.9,12.4,1.12,7.9,7.0,2.4,0.67,0.13,02.Good
347,148.0,0.9912,Very Often,0,2.9,no,Y,6.5,11.5,0.8,3.6,4.7,1.6,0.59,0.34,03.Excellent
348,126.0,0.9923,Often,0,4.5,no,Y,7.2,10.8,1.04,3.4,3.6,1.6,0.49,0.41,01.Bad
349,138.0,0.9911,Often,0,3.3,no,Y,6.5,11.5,0.58,3.6,5.0,1.4,0.6,0.33,03.Excellent
350,161.0,0.9926,Very Often,0,1.9,yes,Y,6.3,10.5,0.96,5.0,3.4,3.3,0.5,0.22,02.Good
351,154.0,0.9929,Very Often,0,6.0,no,Y,6.1,9.8,1.0,5.2,2.8,2.2,0.6,0.51,02.Good
352,124.0,0.9903,Often,0,0.8,no,Y,6.4,12.6,0.8,5.2,3.9,6.4,0.49,0.24,03.Excellent
353,35.0,0.9972,Sometimes,0,2.9,yes,N,8.1,9.0,1.6,10.9,4.5,1.9,0.59,0.18,02.Good
354,148.0,0.9928,Very Often,0,8.6,yes,Y,6.2,10.4,0.74,6.2,3.8,4.8,0.41,0.26,02.Good
355,42.0,0.9963,Sometimes,0,4.1,yes,N,8.7,9.4,1.28,15.3,2.9,2.3,0.55,0.22,01.Bad
356,99.0,0.9903,Often,0,7.0,yes,Y,6.6,12.3,0.68,6.8,2.9,3.3,0.4,0.24,03.Excellent
357,159.0,0.9946,Very Often,0,6.7,yes,Y,6.6,9.9,0.82,6.0,3.8,4.6,0.45,0.74,01.Bad
358,124.0,0.9898,Very Often,0,6.5,no,Y,6.1,12.4,0.72,6.4,4.4,1.5,0.42,0.24,03.Excellent
359,79.0,0.99,Often,0,8.4,yes,Y,6.8,12.4,0.6,7.4,4.0,4.0,0.46,0.28,03.Excellent
360,161.0,0.9921,Very Often,0,6.4,yes,Y,6.6,10.2,0.82,3.6,3.2,1.7,0.45,0.28,02.Good
361,53.0,10.004,Regular,0,9.7,yes,N,9.7,9.4,1.74,11.0,3.3,2.9,0.61,0.17,01.Bad
362,197.0,0.992,Very Often,0,6.0,no,Y,5.8,10.9,0.88,12.0,6.5,1.3,0.43,0.0,01.Bad
363,146.0,0.9911,Very Often,0,5.8,yes,Y,7.6,11.6,0.74,4.8,2.6,3.8,0.37,0.44,02.Good
364,142.0,0.9889,Very Often,0,7.1,no,Y,5.9,12.9,0.6,6.0,5.3,2.0,0.41,0.3,03.Excellent
365,22.0,0.9976,Almost_never,0,7.6,yes,N,10.5,10.8,1.54,4.8,3.8,1.8,1.05,0.42,03.Excellent
366,104.0,0.9917,Very Often,0,8.3,yes,Y,5.9,10.6,0.94,7.2,4.7,1.3,0.51,0.41,02.Good
367,187.0,0.9974,Very Often,0,1.8,yes,Y,7.2,9.4,2.16,6.8,1.9,10.4,0.57,0.28,01.Bad
368,186.0,0.9921,Often,0,2.8,yes,Y,6.4,10.8,1.06,5.6,4.6,1.3,0.45,0.36,01.Bad
369,116.0,0.9954,Often,0,4.9,yes,Y,6.9,10.4,0.76,6.2,2.5,12.7,0.65,0.33,02.Good
370,99.0,0.9937,Regular,0,7.2,yes,N,5.6,13.0,0.98,10.0,7.1,2.3,0.63,0.09,01.Bad
371,116.0,0.9895,Very Often,0,1.6,no,Y,6.5,12.5,0.58,3.8,3.8,1.6,0.68,0.34,02.Good
372,143.0,0.9907,Very Often,0,8.5,no,Y,7.6,11.4,0.8,3.8,1.6,1.1,0.42,0.41,01.Bad
373,168.0,0.9921,Very Often,0,4.3,no,Y,4.9,10.47,0.72,6.7,5.8,1.3,0.46,0.14,01.Bad
374,193.0,0.9913,Often,0,3.4,no,Y,7.4,12.5,0.64,5.2,2.9,3.7,0.67,0.32,02.Good
375,9.0,0.9948,Almost_never,0,3.5,no,N,7.6,10.9,2.74,31.6,6.0,2.1,0.4,0.0,01.Bad
376,26.0,10.006,Sometimes,0,5.2,no,N,10.0,9.7,1.96,5.8,5.9,2.9,0.91,0.4,01.Bad
377,28.0,0.9976,Regular,0,3.7,yes,N,7.3,9.4,1.6,14.7,5.3,2.2,0.6,0.0,01.Bad
378,34.0,0.9979,Almost_never,0,7.4,no,N,8.3,10.5,1.58,8.6,5.0,3.4,0.61,0.3,01.Bad
379,87.0,0.9924,Often,0,6.7,no,Y,6.8,10.3,0.8,5.6,4.0,1.6,0.66,0.36,02.Good
380,20.0,0.9996,Almost_never,0,1.4,no,N,11.9,10.4,2.42,7.6,4.0,2.0,0.76,0.51,02.Good
381,200.0,0.9986,Often,0,4.3,no,Y,7.3,8.9,1.0,5.0,2.5,13.1,0.46,0.36,03.Excellent
382,51.0,0.9968,Regular,0,6.5,yes,N,7.1,9.5,1.5,13.6,5.1,1.9,0.52,0.07,01.Bad
383,115.0,0.9894,Often,0,3.4,no,Y,7.1,13.5,0.72,7.2,3.6,2.4,0.44,0.28,03.Excellent
384,107.0,0.9938,Very Often,0,6.7,yes,Y,7.3,10.5,1.02,3.8,6.3,1.4,0.66,0.25,03.Excellent
385,24.0,10.001,Sometimes,0,0.2,no,N,15.0,9.2,1.5,4.2,2.7,2.2,0.84,0.44,03.Excellent
386,141.0,0.9992,Very Often,0,8.6,no,Y,7.9,9.2,0.76,4.4,2.4,14.2,0.46,0.45,02.Good
387,96.0,0.9940000000000001,Sometimes,0,1.5,no,Y,6.9,9.5,1.02,6.4,3.9,1.4,0.38,0.16,01.Bad
388,76.0,0.9902,Regular,0,6.6,no,Y,7.0,12.3,0.42,5.0,4.2,2.1,0.45,0.33,02.Good
389,87.0,0.9936,Often,0,4.9,yes,Y,7.0,11.4,0.56,7.0,5.3,6.5,0.42,0.3,03.Excellent
390,22.0,0.9998,Almost_never,0,9.8,yes,N,10.4,11.2,1.68,6.6,4.2,2.8,0.74,0.63,03.Excellent
391,77.0,0.9975,Almost_never,0,5.3,no,N,8.2,9.1,1.9,12.8,3.2,2.0,0.62,0.27,02.Good
392,147.0,0.9922,Very Often,0,2.6,yes,Y,6.4,11.0,0.78,4.6,3.6,4.6,0.4,0.35,03.Excellent
393,135.0,0.9924,Very Often,0,1.8,yes,Y,6.1,10.2,1.12,3.4,3.7,1.5,0.43,0.27,02.Good
394,12.0,0.995,Almost_never,0,2.8,yes,N,7.5,11.5,1.24,8.6,5.6,2.2,0.72,0.3,03.Excellent
395,119.0,0.9982,Often,0,6.2,no,Y,7.6,9.3,0.78,6.0,4.3,10.6,0.3,0.27,02.Good
396,28.0,0.9978,Sometimes,0,8.2,no,N,10.2,10.4,1.5,4.8,3.3,2.4,0.61,0.49,01.Bad
397,177.0,0.9908,Often,0,4.2,yes,Y,7.3,11.9,0.68,5.0,4.1,2.1,0.4,0.36,03.Excellent
398,108.0,0.9962,Regular,0,1.0,no,N,7.8,9.5,1.62,11.2,4.7,2.0,0.54,0.19,01.Bad
399,99.0,0.9927,Often,0,9.9,no,Y,7.4,9.8,0.82,4.2,3.6,1.2,0.33,0.27,02.Good
400,120.0,0.9933,Regular,0,1.8,no,Y,6.0,10.6,0.74,5.6,3.4,1.9,0.69,0.35,01.Bad
401,111.0,0.99,Very Often,0,4.4,yes,Y,6.8,12.9,0.8,3.4,4.0,2.0,0.45,0.34,02.Good
402,127.0,0.992,Very Often,0,5.1,yes,Y,5.8,9.3,0.74,3.0,4.0,0.8,0.51,0.28,01.Bad
403,135.0,0.9904,Often,0,4.6,no,Y,6.9,12.2,0.6,9.6,3.3,3.5,0.38,0.36,03.Excellent
404,58.0,0.9918,Regular,0,5.3,no,Y,8.5,10.5,0.52,3.8,1.4,1.1,0.5,0.48,02.Good
405,118.0,0.9918,Regular,0,9.9,yes,Y,8.1,13.3,0.62,8.0,2.6,7.9,0.46,0.32,03.Excellent
406,15.0,0.9973,Almost_never,0,8.5,yes,N,11.1,10.1,1.36,3.6,3.9,1.5,0.64,0.48,02.Good
407,158.0,0.992,Very Often,0,2.7,no,Y,5.6,10.7,0.86,5.6,4.9,3.9,0.44,0.27,03.Excellent
408,17.0,0.9968,Almost_never,0,8.1,yes,N,10.1,10.6,1.7,7.4,3.5,2.4,0.65,0.34,03.Excellent
409,189.0,0.9986,Often,0,4.9,yes,Y,7.1,9.1,1.34,5.2,2.7,14.4,0.53,0.34,03.Excellent
410,213.0,0.9988,Very Often,0,6.4,no,Y,8.0,9.3,4.22,11.0,2.1,12.6,0.56,0.42,01.Bad
411,28.0,0.9944,Sometimes,0,2.7,no,N,5.2,12.5,1.6,12.9,8.2,2.15,0.61,0.0,02.Good
412,109.0,0.9912,Very Often,0,3.2,yes,Y,7.0,11.6,0.72,5.8,4.6,1.4,0.62,0.35,02.Good
413,186.0,0.997,Very Often,0,8.0,yes,Y,8.0,9.5,0.88,4.6,2.9,9.2,0.56,0.35,03.Excellent
414,145.0,0.9944,Very Often,0,10.0,no,Y,5.8,9.8,0.8,5.4,3.3,7.3,0.48,0.2,01.Bad
415,207.0,10.012,Very Often,0,2.7,yes,Y,6.1,9.1,1.4,7.2,5.2,19.35,0.53,0.41,01.Bad
416,49.0,0.9934,Sometimes,0,4.5,no,Y,8.8,11.1,0.44,5.6,2.2,6.0,0.33,0.45,03.Excellent
417,126.0,0.9951,Regular,0,1.7,no,Y,6.0,9.0,1.2,6.8,4.1,5.4,0.44,0.24,03.Excellent
418,71.0,0.9891,Sometimes,0,3.7,yes,Y,6.7,13.0,0.64,3.8,4.6,1.0,0.38,0.39,03.Excellent
419,12.0,0.9952,Almost_never,0,1.4,yes,N,8.6,11.7,1.36,8.4,4.9,1.8,0.69,0.39,03.Excellent
420,147.0,0.9974,Sometimes,0,9.5,no,Y,6.9,9.5,0.96,8.8,4.7,8.5,0.46,0.42,02.Good
421,149.0,0.9954,Very Often,0,8.3,no,Y,6.8,10.4,1.04,5.6,2.3,11.9,0.58,0.29,02.Good
422,27.0,0.9974,Sometimes,0,8.0,yes,N,8.3,9.4,1.6,5.2,3.8,2.0,0.8,0.42,02.Good
423,97.0,0.9882,Often,0,2.2,yes,Y,5.6,13.05,0.48,4.4,3.7,1.2,0.46,0.32,03.Excellent
424,88.0,0.9946,Sometimes,0,6.9,no,Y,8.0,9.5,1.0,6.4,4.0,1.2,0.37,0.26,01.Bad
425,57.0,0.9969,Sometimes,0,7.4,no,N,7.6,10.3,1.72,12.9,5.0,1.9,0.46,0.03,01.Bad
426,149.0,0.9979,Often,0,8.2,yes,Y,7.0,9.0,1.02,3.0,1.9,14.7,0.39,0.28,03.Excellent
427,85.0,0.9941,Sometimes,0,6.2,yes,Y,8.0,11.2,0.72,5.0,2.1,9.7,0.36,0.27,02.Good
428,121.0,0.9981,Often,0,8.2,yes,N,7.3,9.4,1.4,11.8,5.0,7.2,0.49,0.26,01.Bad
